datetime,date,time,open,high,low,close,volume
2022-01-11 13:30:00,11/01/2022,13:30:00,42212.21,42627.66,42185.99,42223.64,1319.77592
2022-01-11 14:00:00,11/01/2022,14:00:00,42223.64,42249.99,41930.01,41991.78,877.9113
2022-01-11 14:30:00,11/01/2022,14:30:00,41991.78,42059.5,41843.13,42018.62,504.39021
2022-01-11 15:00:00,11/01/2022,15:00:00,42018.61,42148.04,41954.42,41984.8,554.55269
2022-01-11 15:30:00,11/01/2022,15:30:00,41984.79,42066.61,41770.0,41795.85,825.95459
2022-01-11 16:00:00,11/01/2022,16:00:00,41795.84,41816.43,41575.0,41631.02,718.96906
2022-01-11 16:30:00,11/01/2022,16:30:00,41631.02,41823.65,41584.86,41804.3,625.58409
2022-01-11 17:00:00,11/01/2022,17:00:00,41804.3,41944.0,41702.3,41809.99,645.4942
2022-01-11 17:30:00,11/01/2022,17:30:00,41809.99,41956.45,41722.23,41882.24,506.22977
2022-01-11 18:00:00,11/01/2022,18:00:00,41882.24,41932.92,41785.3,41812.69,440.66091
2022-01-11 18:30:00,11/01/2022,18:30:00,41812.7,41899.0,41700.0,41728.99,697.96924
2022-01-11 19:00:00,11/01/2022,19:00:00,41728.99,41814.32,41586.03,41701.52,465.94941
2022-01-11 19:30:00,11/01/2022,19:30:00,41700.74,41823.01,41352.32,41369.61,1025.03246
2022-01-11 20:00:00,11/01/2022,20:00:00,41369.62,41709.54,41268.93,41642.0,1236.42774
2022-01-11 20:30:00,11/01/2022,20:30:00,41639.51,42200.0,41576.84,41802.05,1884.42972
2022-01-11 21:00:00,11/01/2022,21:00:00,41802.04,41957.06,41440.69,41733.93,1088.43214
2022-01-11 21:30:00,11/01/2022,21:30:00,41733.92,42480.0,41680.44,42463.52,2360.5193
2022-01-11 22:00:00,11/01/2022,22:00:00,42463.52,42925.07,42435.57,42705.24,2488.21247
2022-01-11 22:30:00,11/01/2022,22:30:00,42705.24,43100.0,42319.24,42381.77,3169.8999
2022-01-11 23:00:00,11/01/2022,23:00:00,42381.77,42624.15,42351.48,42549.01,1020.95863
2022-01-11 23:30:00,11/01/2022,23:30:00,42549.01,42714.04,42353.07,42667.95,693.90065
2022-01-12 00:00:00,12/01/2022,00:00:00,42667.94,42916.97,42616.25,42755.0,722.75181
2022-01-12 00:30:00,12/01/2022,00:30:00,42754.99,42859.06,42643.73,42741.44,521.84583
2022-01-12 01:00:00,12/01/2022,01:00:00,42741.44,43086.7,42595.68,42972.05,918.59986
2022-01-12 01:30:00,12/01/2022,01:30:00,42972.04,43095.26,42800.0,42803.81,720.86457
2022-01-12 02:00:00,12/01/2022,02:00:00,42802.81,42901.3,42692.19,42800.38,498.73721
2022-01-12 02:30:00,12/01/2022,02:30:00,42797.62,42823.69,42684.18,42706.56,330.79608
2022-01-12 03:00:00,12/01/2022,03:00:00,42706.57,42770.87,42643.74,42659.2,371.30772
2022-01-12 03:30:00,12/01/2022,03:30:00,42664.71,42733.0,42597.41,42650.75,337.73955
2022-01-12 04:00:00,12/01/2022,04:00:00,42647.14,42776.14,42633.18,42713.13,224.12038
2022-01-12 04:30:00,12/01/2022,04:30:00,42713.12,42886.28,42665.26,42790.01,358.33113
2022-01-12 05:00:00,12/01/2022,05:00:00,42790.0,42822.21,42633.97,42729.29,322.81088
2022-01-12 05:30:00,12/01/2022,05:30:00,42729.29,42965.0,42692.84,42843.05,457.45358
2022-01-12 06:00:00,12/01/2022,06:00:00,42843.05,42853.99,42578.02,42675.0,547.45331
2022-01-12 06:30:00,12/01/2022,06:30:00,42675.03,42769.06,42562.2,42659.62,412.55757
2022-01-12 07:00:00,12/01/2022,07:00:00,42659.63,42700.0,42570.0,42626.05,312.37877
2022-01-12 07:30:00,12/01/2022,07:30:00,42626.04,42712.29,42575.0,42625.81,305.77989
2022-01-12 08:00:00,12/01/2022,08:00:00,42625.81,42636.05,42450.0,42559.33,419.53337
2022-01-12 08:30:00,12/01/2022,08:30:00,42559.34,42623.11,42494.72,42590.06,271.53033
2022-01-12 09:00:00,12/01/2022,09:00:00,42590.07,42679.76,42560.33,42605.02,359.95339
2022-01-12 09:30:00,12/01/2022,09:30:00,42605.01,42733.87,42574.67,42590.69,379.37835
2022-01-12 10:00:00,12/01/2022,10:00:00,42590.68,42629.93,42518.97,42629.9,404.9074
2022-01-12 10:30:00,12/01/2022,10:30:00,42629.91,42721.68,42560.0,42677.53,306.55277
2022-01-12 11:00:00,12/01/2022,11:00:00,42677.53,42773.64,42646.42,42705.51,345.44937
2022-01-12 11:30:00,12/01/2022,11:30:00,42705.51,42741.47,42614.19,42701.57,432.25487
2022-01-12 12:00:00,12/01/2022,12:00:00,42701.58,42867.55,42600.01,42675.55,519.42016
2022-01-12 12:30:00,12/01/2022,12:30:00,42675.54,42675.55,42463.13,42526.0,616.55616
2022-01-12 13:00:00,12/01/2022,13:00:00,42525.99,42637.2,42517.6,42561.67,332.2553
2022-01-12 13:30:00,12/01/2022,13:30:00,42561.66,42717.57,42508.69,42600.01,428.41958
2022-01-12 14:00:00,12/01/2022,14:00:00,42600.0,42683.84,42552.79,42603.51,441.15804
2022-01-12 14:30:00,12/01/2022,14:30:00,42603.51,42909.92,42565.99,42879.6,708.13531
2022-01-12 15:00:00,12/01/2022,15:00:00,42879.6,42888.43,42640.13,42796.83,572.89007
2022-01-12 15:30:00,12/01/2022,15:30:00,42796.84,42990.01,42735.2,42880.53,837.21999
2022-01-12 16:00:00,12/01/2022,16:00:00,42880.53,42911.58,42745.09,42765.18,614.40565
2022-01-12 16:30:00,12/01/2022,16:30:00,42765.18,42849.45,42727.66,42770.1,325.03387
2022-01-12 17:00:00,12/01/2022,17:00:00,42770.11,43443.6,42683.21,42935.92,2321.29854
2022-01-12 17:30:00,12/01/2022,17:30:00,42935.92,43210.29,42874.01,43146.01,1224.8118
2022-01-12 18:00:00,12/01/2022,18:00:00,43146.0,43301.5,43019.37,43285.51,1184.24543
2022-01-12 18:30:00,12/01/2022,18:30:00,43285.52,43413.0,43187.6,43383.13,1086.48326
2022-01-12 19:00:00,12/01/2022,19:00:00,43383.14,44078.4,43334.07,43920.97,4140.93135
2022-01-12 19:30:00,12/01/2022,19:30:00,43920.96,43957.0,43676.18,43798.34,1229.99235
2022-01-12 20:00:00,12/01/2022,20:00:00,43799.46,43938.89,43680.1,43849.54,1251.52548
2022-01-12 20:30:00,12/01/2022,20:30:00,43849.55,43933.0,43736.18,43791.41,852.14083
2022-01-12 21:00:00,12/01/2022,21:00:00,43791.41,43806.77,43401.01,43560.29,1303.34004
2022-01-12 21:30:00,12/01/2022,21:30:00,43560.29,43688.5,43317.0,43516.52,1024.65016
2022-01-12 22:00:00,12/01/2022,22:00:00,43516.52,43671.65,43510.82,43611.02,589.27097
2022-01-12 22:30:00,12/01/2022,22:30:00,43611.03,43721.92,43481.73,43695.22,557.15285
2022-01-12 23:00:00,12/01/2022,23:00:00,43695.22,43867.19,43677.02,43841.57,603.92835
2022-01-12 23:30:00,12/01/2022,23:30:00,43841.56,43886.26,43609.89,43799.49,633.50553
2022-01-13 00:00:00,13/01/2022,00:00:00,43797.33,43844.02,43567.26,43589.98,414.77993
2022-01-13 00:30:00,13/01/2022,00:30:00,43589.97,43687.62,43526.3,43678.85,469.07622
2022-01-13 01:00:00,13/01/2022,01:00:00,43678.86,43760.94,43573.61,43743.11,309.289
2022-01-13 01:30:00,13/01/2022,01:30:00,43743.1,43759.86,43654.69,43697.5,427.78166
2022-01-13 02:00:00,13/01/2022,02:00:00,43697.51,43993.66,43629.39,43819.17,830.448
2022-01-13 02:30:00,13/01/2022,02:30:00,43819.16,44322.0,43792.88,44095.95,1047.81928
2022-01-13 03:00:00,13/01/2022,03:00:00,44095.95,44100.0,43734.55,43773.09,738.3232
2022-01-13 03:30:00,13/01/2022,03:30:00,43776.6,43897.4,43742.97,43873.46,309.36455
2022-01-13 04:00:00,13/01/2022,04:00:00,43873.45,43948.99,43796.29,43842.95,265.29714
2022-01-13 04:30:00,13/01/2022,04:30:00,43842.94,44032.19,43817.35,43888.39,458.40484
2022-01-13 05:00:00,13/01/2022,05:00:00,43888.39,44025.74,43879.49,43902.66,318.75494
2022-01-13 05:30:00,13/01/2022,05:30:00,43902.65,44075.42,43825.67,43872.14,730.62676
2022-01-13 06:00:00,13/01/2022,06:00:00,43872.15,43908.3,43670.0,43720.0,503.54239
2022-01-13 06:30:00,13/01/2022,06:30:00,43720.0,43808.88,43592.99,43605.36,448.42285
2022-01-13 07:00:00,13/01/2022,07:00:00,43605.36,43658.91,43516.92,43548.57,544.10424
2022-01-13 07:30:00,13/01/2022,07:30:00,43548.58,43660.0,43548.57,43631.15,268.46413
2022-01-13 08:00:00,13/01/2022,08:00:00,43631.14,43684.28,43534.07,43587.63,346.99226
2022-01-13 08:30:00,13/01/2022,08:30:00,43587.62,43646.87,43425.29,43433.24,671.06283
2022-01-13 09:00:00,13/01/2022,09:00:00,43432.94,43569.6,43422.72,43509.93,466.42177
2022-01-13 09:30:00,13/01/2022,09:30:00,43505.99,43675.93,43483.2,43661.49,584.68538
2022-01-13 10:00:00,13/01/2022,10:00:00,43661.49,43719.99,43592.9,43623.02,265.10866
2022-01-13 10:30:00,13/01/2022,10:30:00,43623.01,43709.86,43579.36,43709.85,299.79438
2022-01-13 11:00:00,13/01/2022,11:00:00,43709.86,43763.57,43630.16,43662.68,271.9433
2022-01-13 11:30:00,13/01/2022,11:30:00,43662.68,43795.44,43642.94,43740.12,561.56164
2022-01-13 12:00:00,13/01/2022,12:00:00,43740.13,43782.41,43644.37,43708.42,511.7937
2022-01-13 12:30:00,13/01/2022,12:30:00,43708.42,43764.98,43657.18,43703.85,382.82284
2022-01-13 13:00:00,13/01/2022,13:00:00,43703.85,43728.67,43537.42,43699.99,454.09429
2022-01-13 13:30:00,13/01/2022,13:30:00,43699.99,43843.34,43668.87,43812.04,510.66234
2022-01-13 14:00:00,13/01/2022,14:00:00,43812.05,43898.33,43784.01,43896.44,549.97179
2022-01-13 14:30:00,13/01/2022,14:30:00,43896.43,43940.01,43743.19,43887.08,510.88068
2022-01-13 15:00:00,13/01/2022,15:00:00,43887.08,43991.78,43740.01,43883.0,511.3781
2022-01-13 15:30:00,13/01/2022,15:30:00,43883.0,44014.51,43861.68,43879.44,552.91464
2022-01-13 16:00:00,13/01/2022,16:00:00,43879.44,43950.0,43756.2,43780.25,546.15856
2022-01-13 16:30:00,13/01/2022,16:30:00,43780.25,43830.68,43500.0,43631.7,900.11913
2022-01-13 17:00:00,13/01/2022,17:00:00,43631.7,43714.13,43575.94,43602.31,525.56861
2022-01-13 17:30:00,13/01/2022,17:30:00,43603.58,43800.0,43575.05,43779.99,416.24404
2022-01-13 18:00:00,13/01/2022,18:00:00,43780.0,43811.0,43696.87,43803.16,352.55316
2022-01-13 18:30:00,13/01/2022,18:30:00,43803.16,43806.72,43659.21,43692.79,383.62909
2022-01-13 19:00:00,13/01/2022,19:00:00,43692.79,43939.0,43680.0,43924.62,640.02271
2022-01-13 19:30:00,13/01/2022,19:30:00,43924.61,44270.0,43840.28,44189.52,2401.67638
2022-01-13 20:00:00,13/01/2022,20:00:00,44189.53,44500.0,43967.74,44154.52,2465.20874
2022-01-13 20:30:00,13/01/2022,20:30:00,44154.52,44211.0,43126.24,43298.17,2458.36718
2022-01-13 21:00:00,13/01/2022,21:00:00,43298.17,43298.17,42871.01,43200.0,2434.18155
2022-01-13 21:30:00,13/01/2022,21:30:00,43200.01,43500.0,43070.42,43327.05,1272.50948
2022-01-13 22:00:00,13/01/2022,22:00:00,43327.04,43423.87,43218.48,43250.89,510.48449
2022-01-13 22:30:00,13/01/2022,22:30:00,43250.92,43255.04,42565.01,42833.43,1841.59554
2022-01-13 23:00:00,13/01/2022,23:00:00,42835.17,42947.0,42638.42,42822.12,965.4993
2022-01-13 23:30:00,13/01/2022,23:30:00,42822.12,42962.96,42737.81,42903.55,553.05487
2022-01-14 00:00:00,14/01/2022,00:00:00,42903.55,42919.83,42628.38,42709.29,487.547
2022-01-14 00:30:00,14/01/2022,00:30:00,42709.29,42896.81,42600.0,42708.15,670.66811
2022-01-14 01:00:00,14/01/2022,01:00:00,42708.15,42742.68,42535.0,42700.67,644.30602
2022-01-14 01:30:00,14/01/2022,01:30:00,42700.67,42700.68,42311.22,42594.59,1376.24331
2022-01-14 02:00:00,14/01/2022,02:00:00,42599.63,42796.18,42500.19,42796.18,542.47229
2022-01-14 02:30:00,14/01/2022,02:30:00,42796.18,42870.0,42664.14,42718.85,534.94254
2022-01-14 03:00:00,14/01/2022,03:00:00,42718.84,42879.76,42718.84,42810.99,336.79204
2022-01-14 03:30:00,14/01/2022,03:30:00,42810.99,42888.18,42735.99,42804.83,326.22813
2022-01-14 04:00:00,14/01/2022,04:00:00,42804.83,42819.35,42466.64,42594.37,444.03333
2022-01-14 04:30:00,14/01/2022,04:30:00,42597.02,42707.12,42526.53,42639.27,464.91713
2022-01-14 05:00:00,14/01/2022,05:00:00,42638.63,42771.94,42500.0,42560.11,468.60592
2022-01-14 05:30:00,14/01/2022,05:30:00,42558.35,42748.24,42362.91,42510.29,748.92612
2022-01-14 06:00:00,14/01/2022,06:00:00,42510.29,42784.0,42505.57,42750.66,411.51201
2022-01-14 06:30:00,14/01/2022,06:30:00,42750.66,42777.17,42617.56,42617.57,512.60134
2022-01-14 07:00:00,14/01/2022,07:00:00,42617.57,42677.48,42541.81,42581.12,625.47985
2022-01-14 07:30:00,14/01/2022,07:30:00,42581.12,42623.35,42425.03,42622.38,724.58482
2022-01-14 08:00:00,14/01/2022,08:00:00,42622.38,42728.08,42525.22,42713.89,411.67503
2022-01-14 08:30:00,14/01/2022,08:30:00,42713.89,42738.47,42572.02,42646.2,716.29021
2022-01-14 09:00:00,14/01/2022,09:00:00,42646.21,42730.33,42623.87,42623.87,383.85241
2022-01-14 09:30:00,14/01/2022,09:30:00,42623.87,42880.0,42610.02,42756.28,497.02865
2022-01-14 10:00:00,14/01/2022,10:00:00,42756.28,42788.12,42665.45,42680.28,440.33552
2022-01-14 10:30:00,14/01/2022,10:30:00,42679.0,42843.65,42640.01,42785.01,485.39496
2022-01-14 11:00:00,14/01/2022,11:00:00,42785.0,42905.15,42730.35,42894.92,385.9323
2022-01-14 11:30:00,14/01/2022,11:30:00,42895.0,42978.1,42781.43,42893.56,609.84724
2022-01-14 12:00:00,14/01/2022,12:00:00,42893.56,42955.21,42776.73,42810.22,351.16453
2022-01-14 12:30:00,14/01/2022,12:30:00,42810.22,42886.58,42763.62,42860.19,284.14247
2022-01-14 13:00:00,14/01/2022,13:00:00,42860.18,42875.0,42599.99,42660.01,961.98306
2022-01-14 13:30:00,14/01/2022,13:30:00,42660.0,42678.82,42350.0,42477.83,999.07456
2022-01-14 14:00:00,14/01/2022,14:00:00,42477.83,42532.15,42244.37,42519.99,846.37621
2022-01-14 14:30:00,14/01/2022,14:30:00,42519.99,42641.37,42450.2,42518.49,489.97397
2022-01-14 15:00:00,14/01/2022,15:00:00,42518.49,42688.84,42498.83,42548.53,523.56346
2022-01-14 15:30:00,14/01/2022,15:30:00,42548.52,42611.63,42389.79,42406.01,494.29274
2022-01-14 16:00:00,14/01/2022,16:00:00,42406.01,42576.22,41916.73,42075.29,1623.7008
2022-01-14 16:30:00,14/01/2022,16:30:00,42075.29,42075.71,41872.71,41897.14,1450.65801
2022-01-14 17:00:00,14/01/2022,17:00:00,41897.14,42042.62,41826.82,42012.94,1200.69313
2022-01-14 17:30:00,14/01/2022,17:30:00,42012.94,42160.79,41725.95,42016.43,1076.79896
2022-01-14 18:00:00,14/01/2022,18:00:00,42016.43,42250.0,42008.26,42057.26,946.57844
2022-01-14 18:30:00,14/01/2022,18:30:00,42057.26,42306.55,42027.02,42230.0,610.75353
2022-01-14 19:00:00,14/01/2022,19:00:00,42230.01,42321.23,42112.0,42165.0,732.30966
2022-01-14 19:30:00,14/01/2022,19:30:00,42165.01,42390.0,42117.81,42286.17,751.55265
2022-01-14 20:00:00,14/01/2022,20:00:00,42286.17,43098.88,42151.03,42975.88,2261.54194
2022-01-14 20:30:00,14/01/2022,20:30:00,42975.89,43347.42,42772.92,43122.52,1752.83664
2022-01-14 21:00:00,14/01/2022,21:00:00,43122.51,43145.53,42924.36,43109.0,865.03015
2022-01-14 21:30:00,14/01/2022,21:30:00,43109.0,43170.0,42863.0,42977.21,681.31391
2022-01-14 22:00:00,14/01/2022,22:00:00,42978.17,43239.89,42924.2,43201.06,868.10141
2022-01-14 22:30:00,14/01/2022,22:30:00,43201.06,43270.96,43005.94,43059.16,512.81198
2022-01-14 23:00:00,14/01/2022,23:00:00,43059.16,43084.32,42867.14,42913.26,579.48678
2022-01-14 23:30:00,14/01/2022,23:30:00,42913.26,42989.2,42777.0,42862.13,518.69912
2022-01-15 00:00:00,15/01/2022,00:00:00,42862.14,43114.71,42788.68,43050.04,458.76859
2022-01-15 00:30:00,15/01/2022,00:30:00,43050.04,43186.64,43004.16,43097.66,401.77034
2022-01-15 01:00:00,15/01/2022,01:00:00,43095.24,43408.0,43077.46,43077.93,610.66546
2022-01-15 01:30:00,15/01/2022,01:30:00,43077.93,43189.86,43020.0,43051.01,264.8235
2022-01-15 02:00:00,15/01/2022,02:00:00,43051.0,43135.39,43000.0,43100.94,359.74338
2022-01-15 02:30:00,15/01/2022,02:30:00,43100.94,43292.8,43096.68,43181.53,385.36138
2022-01-15 03:00:00,15/01/2022,03:00:00,43181.53,43448.78,43181.53,43293.89,446.25918
2022-01-15 03:30:00,15/01/2022,03:30:00,43296.29,43352.75,43179.86,43205.2,475.55865
2022-01-15 04:00:00,15/01/2022,04:00:00,43205.19,43393.75,43170.59,43250.56,239.22976
2022-01-15 04:30:00,15/01/2022,04:30:00,43250.56,43286.7,43025.12,43075.44,410.13229
2022-01-15 05:00:00,15/01/2022,05:00:00,43075.44,43098.15,43003.0,43059.96,251.67182
2022-01-15 05:30:00,15/01/2022,05:30:00,43059.96,43174.0,42907.0,43055.76,455.60726
2022-01-15 06:00:00,15/01/2022,06:00:00,43055.77,43138.92,42942.53,43100.01,320.55995
2022-01-15 06:30:00,15/01/2022,06:30:00,43100.0,43150.0,43026.39,43051.45,245.89391
2022-01-15 07:00:00,15/01/2022,07:00:00,43051.47,43063.78,42864.49,42967.8,466.30618
2022-01-15 07:30:00,15/01/2022,07:30:00,42967.8,43036.9,42910.36,43001.01,443.44008
2022-01-15 08:00:00,15/01/2022,08:00:00,43001.01,43090.0,42996.23,43090.0,216.25817
2022-01-15 08:30:00,15/01/2022,08:30:00,43089.99,43113.91,43005.78,43098.95,305.27451
2022-01-15 09:00:00,15/01/2022,09:00:00,43098.96,43121.05,42905.07,42927.96,519.8544
2022-01-15 09:30:00,15/01/2022,09:30:00,42927.95,42961.46,42712.94,42823.93,600.53971
2022-01-15 10:00:00,15/01/2022,10:00:00,42823.93,42946.59,42742.93,42907.71,422.75147
2022-01-15 10:30:00,15/01/2022,10:30:00,42907.72,42969.66,42820.68,42950.52,358.1078
2022-01-15 11:00:00,15/01/2022,11:00:00,42950.52,43050.0,42930.7,42985.96,232.25219
2022-01-15 11:30:00,15/01/2022,11:30:00,42985.97,43042.99,42873.53,42979.14,396.75362
2022-01-15 12:00:00,15/01/2022,12:00:00,42979.14,43099.81,42902.59,43068.4,318.11816
2022-01-15 12:30:00,15/01/2022,12:30:00,43068.4,43081.05,42957.16,42970.81,295.36336
2022-01-15 13:00:00,15/01/2022,13:00:00,42970.81,43093.17,42928.78,43088.12,236.89157
2022-01-15 13:30:00,15/01/2022,13:30:00,43088.12,43117.18,43005.47,43033.59,313.66036
2022-01-15 14:00:00,15/01/2022,14:00:00,43033.59,43090.0,42956.0,42983.95,377.91761
2022-01-15 14:30:00,15/01/2022,14:30:00,42983.94,43041.49,42893.88,42915.97,280.02539
2022-01-15 15:00:00,15/01/2022,15:00:00,42915.97,43088.99,42884.01,43061.7,319.94427
2022-01-15 15:30:00,15/01/2022,15:30:00,43061.7,43283.83,43002.02,43196.52,568.53133
2022-01-15 16:00:00,15/01/2022,16:00:00,43196.53,43199.52,43091.72,43096.75,236.55744
2022-01-15 16:30:00,15/01/2022,16:30:00,43096.75,43099.29,43017.06,43068.7,262.96174
2022-01-15 17:00:00,15/01/2022,17:00:00,43068.7,43108.65,42958.67,43017.59,240.11648
2022-01-15 17:30:00,15/01/2022,17:30:00,43017.59,43039.72,42907.48,42944.57,456.89463
2022-01-15 18:00:00,15/01/2022,18:00:00,42944.58,42950.0,42555.0,42715.56,984.57026
2022-01-15 18:30:00,15/01/2022,18:30:00,42715.57,42893.58,42641.01,42873.41,414.70328
2022-01-15 19:00:00,15/01/2022,19:00:00,42873.41,42973.28,42852.0,42906.51,431.74145
2022-01-15 19:30:00,15/01/2022,19:30:00,42906.51,42949.79,42735.16,42942.6,539.47056
2022-01-15 20:00:00,15/01/2022,20:00:00,42942.61,43315.0,42878.53,43186.48,1049.02502
2022-01-15 20:30:00,15/01/2022,20:30:00,43186.47,43212.11,43077.79,43152.0,435.05126
2022-01-15 21:00:00,15/01/2022,21:00:00,43151.99,43406.96,43140.0,43401.21,669.08495
2022-01-15 21:30:00,15/01/2022,21:30:00,43401.21,43430.98,43233.33,43279.89,664.32886
2022-01-15 22:00:00,15/01/2022,22:00:00,43279.89,43387.76,43268.19,43338.22,538.06614
2022-01-15 22:30:00,15/01/2022,22:30:00,43338.21,43446.47,43251.61,43377.43,789.02107
2022-01-15 23:00:00,15/01/2022,23:00:00,43376.42,43564.15,43334.95,43383.26,873.46975
2022-01-15 23:30:00,15/01/2022,23:30:00,43383.26,43391.11,43243.39,43284.35,580.6633
2022-01-16 00:00:00,16/01/2022,00:00:00,43284.35,43378.58,43280.03,43334.93,411.81064
2022-01-16 00:30:00,16/01/2022,00:30:00,43334.92,43443.97,43320.23,43400.01,383.75456
2022-01-16 01:00:00,16/01/2022,01:00:00,43400.02,43554.79,43399.99,43528.34,329.07064
2022-01-16 01:30:00,16/01/2022,01:30:00,43528.33,43800.0,43518.52,43704.66,1056.58697
2022-01-16 02:00:00,16/01/2022,02:00:00,43704.66,43719.99,43468.08,43485.0,450.72799
2022-01-16 02:30:00,16/01/2022,02:30:00,43485.0,43524.98,43351.32,43368.65,489.25917
2022-01-16 03:00:00,16/01/2022,03:00:00,43368.65,43379.01,43160.23,43296.72,596.19514
2022-01-16 03:30:00,16/01/2022,03:30:00,43296.72,43398.4,43123.11,43152.0,419.93536
2022-01-16 04:00:00,16/01/2022,04:00:00,43152.0,43272.98,43152.0,43237.4,207.47352
2022-01-16 04:30:00,16/01/2022,04:30:00,43237.39,43375.0,43151.98,43238.26,359.94065
2022-01-16 05:00:00,16/01/2022,05:00:00,43238.25,43268.95,43071.11,43084.29,371.52403
2022-01-16 05:30:00,16/01/2022,05:30:00,43084.29,43117.5,43000.0,43077.07,420.86618
2022-01-16 06:00:00,16/01/2022,06:00:00,43077.07,43108.44,42990.83,43069.7,352.00114
2022-01-16 06:30:00,16/01/2022,06:30:00,43069.69,43153.63,42985.81,43070.01,230.21029
2022-01-16 07:00:00,16/01/2022,07:00:00,43070.01,43080.18,42991.09,42996.99,175.21081
2022-01-16 07:30:00,16/01/2022,07:30:00,42996.99,43075.71,42981.0,43007.82,425.85692
2022-01-16 08:00:00,16/01/2022,08:00:00,43009.34,43087.18,42838.0,42923.66,643.23593
2022-01-16 08:30:00,16/01/2022,08:30:00,42922.93,43004.16,42861.49,42970.48,261.96134
2022-01-16 09:00:00,16/01/2022,09:00:00,42970.48,43046.84,42892.61,42977.22,273.95467
2022-01-16 09:30:00,16/01/2022,09:30:00,42977.22,43089.0,42850.16,42994.73,410.43547
2022-01-16 10:00:00,16/01/2022,10:00:00,42994.73,43067.01,42980.74,43023.02,235.47415
2022-01-16 10:30:00,16/01/2022,10:30:00,43023.57,43123.43,43010.53,43091.1,204.62081
2022-01-16 11:00:00,16/01/2022,11:00:00,43091.1,43106.39,42953.17,42958.69,234.36742
2022-01-16 11:30:00,16/01/2022,11:30:00,42953.17,43131.75,42925.88,43126.99,218.38465
2022-01-16 12:00:00,16/01/2022,12:00:00,43126.98,43225.86,43080.0,43200.0,353.52652
2022-01-16 12:30:00,16/01/2022,12:30:00,43200.0,43253.68,43122.68,43122.69,295.10771
2022-01-16 13:00:00,16/01/2022,13:00:00,43122.69,43252.06,43117.24,43202.21,312.19245
2022-01-16 13:30:00,16/01/2022,13:30:00,43202.21,43305.0,43165.64,43182.27,527.4159
2022-01-16 14:00:00,16/01/2022,14:00:00,43182.26,43215.94,43059.99,43070.27,785.2885
2022-01-16 14:30:00,16/01/2022,14:30:00,43070.26,43128.09,43028.02,43104.01,581.14864
2022-01-16 15:00:00,16/01/2022,15:00:00,43104.01,43131.37,43047.26,43074.99,438.05604
2022-01-16 15:30:00,16/01/2022,15:30:00,43074.99,43185.71,43073.05,43168.03,315.54562
2022-01-16 16:00:00,16/01/2022,16:00:00,43168.03,43177.74,42868.31,42899.99,857.39953
