,datetime,open,high,low,close,volume
91,2022-01-14 19:00:00,42230.01,42390,42112,42286.17,1483.86231
92,2022-01-14 20:00:00,42286.17,43347.42,42151.03,43122.52,4014.37858
93,2022-01-14 21:00:00,43122.51,43170,42863,42977.21,1546.34406
94,2022-01-14 22:00:00,42978.17,43270.96,42924.2,43059.16,1380.91339
95,2022-01-14 23:00:00,43059.16,43084.32,42777,42862.13,1098.1859
96,2022-01-15 00:00:00,42862.14,43186.64,42788.68,43097.66,860.53893
97,2022-01-15 01:00:00,43095.24,43408,43020,43051.01,875.48896
98,2022-01-15 02:00:00,43051,43292.8,43000,43181.53,745.10476
99,2022-01-15 03:00:00,43181.53,43448.78,43179.86,43205.2,921.81783
100,2022-01-15 04:00:00,43205.19,43393.75,43025.12,43075.44,649.36205
101,2022-01-15 05:00:00,43075.44,43174,42907,43055.76,707.27908
102,2022-01-15 06:00:00,43055.77,43150,42942.53,43051.45,566.45386
103,2022-01-15 07:00:00,43051.47,43063.78,42864.49,43001.01,909.74626
104,2022-01-15 08:00:00,43001.01,43113.91,42996.23,43098.95,521.53268
105,2022-01-15 09:00:00,43098.96,43121.05,42712.94,42823.93,1120.39411
106,2022-01-15 10:00:00,42823.93,42969.66,42742.93,42950.52,780.85927
107,2022-01-15 11:00:00,42950.52,43050,42873.53,42979.14,629.00581
108,2022-01-15 12:00:00,42979.14,43099.81,42902.59,42970.81,613.48152
109,2022-01-15 13:00:00,42970.81,43117.18,42928.78,43033.59,550.55193
110,2022-01-15 14:00:00,43033.59,43090,42893.88,42915.97,657.943
111,2022-01-15 15:00:00,42915.97,43283.83,42884.01,43196.52,888.4756
112,2022-01-15 16:00:00,43196.53,43199.52,43017.06,43068.7,499.51918
113,2022-01-15 17:00:00,43068.7,43108.65,42907.48,42944.57,697.01111
114,2022-01-15 18:00:00,42944.58,42950,42555,42873.41,1399.27354
115,2022-01-15 19:00:00,42873.41,42973.28,42735.16,42942.6,971.21201
116,2022-01-15 20:00:00,42942.61,43315,42878.53,43152,1484.07628
117,2022-01-15 21:00:00,43151.99,43430.98,43140,43279.89,1333.41381
118,2022-01-15 22:00:00,43279.89,43446.47,43251.61,43377.43,1327.08721
119,2022-01-15 23:00:00,43376.42,43564.15,43243.39,43284.35,1454.13305
120,2022-01-16 00:00:00,43284.35,43443.97,43280.03,43400.01,795.5652
121,2022-01-16 01:00:00,43400.02,43800,43399.99,43704.66,1385.65761
122,2022-01-16 02:00:00,43704.66,43719.99,43351.32,43368.65,939.98716
123,2022-01-16 03:00:00,43368.65,43398.4,43123.11,43152,1016.1305
124,2022-01-16 04:00:00,43152,43375,43151.98,43238.26,567.41417
125,2022-01-16 05:00:00,43238.25,43268.95,43000,43077.07,792.39021
126,2022-01-16 06:00:00,43077.07,43153.63,42985.81,43070.01,582.21143
127,2022-01-16 07:00:00,43070.01,43080.18,42981,43007.82,601.06773
128,2022-01-16 08:00:00,43009.34,43087.18,42838,42970.48,905.19727
129,2022-01-16 09:00:00,42970.48,43089,42850.16,42994.73,684.39014
130,2022-01-16 10:00:00,42994.73,43123.43,42980.74,43091.1,440.09496
131,2022-01-16 11:00:00,43091.1,43131.75,42925.88,43126.99,452.75207
132,2022-01-16 12:00:00,43126.98,43253.68,43080,43122.69,648.63423
133,2022-01-16 13:00:00,43122.69,43305,43117.24,43182.27,839.60835
134,2022-01-16 14:00:00,43182.26,43215.94,43028.02,43104.01,1366.43714
135,2022-01-16 15:00:00,43104.01,43185.71,43047.26,43168.03,753.60166
136,2022-01-16 16:00:00,43168.03,43177.74,42759,42970.84,1796.27703
137,2022-01-16 17:00:00,42970.84,43141.55,42858.1,43085.95,584.17599
138,2022-01-16 18:00:00,43085.91,43140,42581.79,42610.13,1519.80529
139,2022-01-16 19:00:00,42610.14,43380,42590.14,43241.02,1903.10763
140,2022-01-16 20:00:00,43241.03,43416.05,43150,43152.99,1033.13174
141,2022-01-16 21:00:00,43153,43475,43139.24,43400.8,1113.0297
142,2022-01-16 22:00:00,43400.8,43457.21,43276.57,43276.84,654.09842
143,2022-01-16 23:00:00,43280.01,43304.38,42999.5,43031,848.17437
144,2022-01-17 00:00:00,43030.99,43095.87,42895.78,42936.4,618.21249
145,2022-01-17 01:00:00,42936.4,43053.82,42750.25,43005.33,1060.50955
146,2022-01-17 02:00:00,43005.33,43117.05,42933.37,42963.64,517.27653
147,2022-01-17 03:00:00,42963.64,43199.98,42900.7,43194.99,543.99809
148,2022-01-17 04:00:00,43195,43263.15,43099.99,43183.11,518.33194
149,2022-01-17 05:00:00,43183.11,43228.69,42920.72,42983.77,623.08137
150,2022-01-17 06:00:00,42983.78,43051.67,42814.78,42895.12,722.61903
151,2022-01-17 07:00:00,42895.11,43000,42785.85,42902.19,722.40179
152,2022-01-17 08:00:00,42902.2,42981.46,42771.38,42798.81,535.11799
153,2022-01-17 09:00:00,42798.81,42807.95,42601,42780.93,1300.71345
154,2022-01-17 10:00:00,42780.94,42784.95,42300,42541.4,1642.02326
155,2022-01-17 11:00:00,42541.4,42865.58,42482.83,42822.8,984.10297
156,2022-01-17 12:00:00,42822.8,42967.99,42703.03,42856.85,686.9908
157,2022-01-17 13:00:00,42856.84,42872.71,42567.93,42667.69,817.10872
158,2022-01-17 14:00:00,42667.48,42891,42600.08,42743.26,1074.32195
159,2022-01-17 15:00:00,42743.26,42900,42729.26,42814.05,903.97827
160,2022-01-17 16:00:00,42814.05,42842.79,42629.56,42712.82,650.35443
161,2022-01-17 17:00:00,42712.82,42779.72,42429.02,42700,1121.72127
162,2022-01-17 18:00:00,42700,42793.16,42500.18,42577.19,988.56193
163,2022-01-17 19:00:00,42577.19,42741.97,42525.7,42708.79,847.61428
164,2022-01-17 20:00:00,42708.79,42730.72,42385,42624.25,867.08164
165,2022-01-17 21:00:00,42624.24,42644.84,42131.76,42333.6,2253.76922
166,2022-01-17 22:00:00,42333.86,42387.89,42007,42049.99,2275.80708
167,2022-01-17 23:00:00,42049.99,42225.39,41822.74,41969.2,2518.18105
168,2022-01-18 00:00:00,41969.21,42299,41947.49,42192.94,1472.8461
169,2022-01-18 01:00:00,42192.94,42318.61,42155.73,42198.88,720.36679
170,2022-01-18 02:00:00,42198.87,42202.11,41777,41782.14,1020.33182
171,2022-01-18 03:00:00,41782.15,41854.88,41540.42,41806.3,1496.30558
172,2022-01-18 04:00:00,41806.3,42392.66,41800.88,42162.97,1267.84572
173,2022-01-18 05:00:00,42162.97,42404.83,42127.07,42268.98,898.95324
174,2022-01-18 06:00:00,42268.98,42436.66,42224.84,42325.49,972.14322
175,2022-01-18 07:00:00,42325.49,42325.49,42142.85,42162.66,1175.27609
176,2022-01-18 08:00:00,42162.66,42302.19,42151.26,42173.4,1091.26184
177,2022-01-18 09:00:00,42173.41,42219.17,41886.25,41970.2,1480.56672
178,2022-01-18 10:00:00,41970.2,42191.02,41914.83,42143.17,1164.54216
179,2022-01-18 11:00:00,42143.17,42280,42083.48,42279.99,712.92793
180,2022-01-18 12:00:00,42280,42337.3,41953.39,42018.39,896.97425
181,2022-01-18 13:00:00,42018.4,42070,41741.01,41760.71,1674.74535
182,2022-01-18 14:00:00,41760.71,41857.08,41453,41799.29,2241.23656
183,2022-01-18 15:00:00,41799.3,42024.18,41752.67,41959.99,1165.91653
184,2022-01-18 16:00:00,41959.99,42050,41733.44,41817.73,961.4205
185,2022-01-18 17:00:00,41817.74,41950,41652,41749.34,1020.07951
186,2022-01-18 18:00:00,41749.34,41842.84,41400,41436.81,1086.82041
187,2022-01-18 19:00:00,41436.82,41689.39,41344.96,41511.99,1459.25633
188,2022-01-18 20:00:00,41511.99,41798.57,41250,41793.51,2620.62222
189,2022-01-18 21:00:00,41793.51,41842.96,41482.56,41552.43,1178.73948
190,2022-01-18 22:00:00,41552.43,41799.08,41381.66,41580.01,1155.24535
191,2022-01-18 23:00:00,41580,41637.22,41385.79,41444.04,959.408
192,2022-01-19 00:00:00,41444.04,41699.98,41400,41631.73,742.02706
193,2022-01-19 01:00:00,41631.73,41770.8,41526.84,41628.04,672.41185
194,2022-01-19 02:00:00,41628.04,42290,41500.99,42269.04,1482.63267
195,2022-01-19 03:00:00,42269.03,42484.08,42229.35,42385.23,1414.22249
196,2022-01-19 04:00:00,42385.24,42691,42331.24,42484.55,1004.65533
197,2022-01-19 05:00:00,42487.89,42499.51,42246.11,42454.9,787.65947
198,2022-01-19 06:00:00,42454.9,42467.35,42163.02,42419.53,779.5148
199,2022-01-19 07:00:00,42419.53,42500,42329.8,42386.25,967.12283
200,2022-01-19 08:00:00,42386.25,42416.91,42231.06,42255.73,604.75454
201,2022-01-19 09:00:00,42254.52,42295.73,41582.99,41668.2,2518.18631
202,2022-01-19 10:00:00,41668.19,41809.72,41639.66,41770.19,770.2906
203,2022-01-19 11:00:00,41770.19,41849.94,41651.09,41735.35,1001.61463
204,2022-01-19 12:00:00,41735.34,41827.62,41263.21,41349.76,1256.71892
205,2022-01-19 13:00:00,41349.75,41388.61,41161.2,41252.92,1775.64892
206,2022-01-19 14:00:00,41252.91,41579.61,41138.56,41471.54,1558.06129
207,2022-01-19 15:00:00,41471.55,41672.39,41430.46,41498.43,1034.40359
208,2022-01-19 16:00:00,41498.43,42178.48,41290,41900,2631.10414
209,2022-01-19 17:00:00,41900.08,42272.71,41860.17,42162.88,1268.51732
210,2022-01-19 18:00:00,42162.89,42332.07,41893.62,42230.99,1421.83038
211,2022-01-19 19:00:00,42230.99,42299.99,42000,42201.59,1225.10778
212,2022-01-19 20:00:00,42201.59,42559.13,42174.71,42199.13,2665.34817
213,2022-01-19 21:00:00,42199.13,42238.97,41697.46,41849.09,2184.14809
214,2022-01-19 22:00:00,41849.09,42355.9,41720.01,42239.36,1989.45987
215,2022-01-19 23:00:00,42239.35,42278.52,41950.82,42007.28,1134.73949
216,2022-01-20 00:00:00,42007.28,42058.78,41746.23,41776.69,974.83444
217,2022-01-20 01:00:00,41776.69,41961.51,41709.36,41712.04,640.57469
218,2022-01-20 02:00:00,41712.04,41841.07,41548,41775.51,1304.16259
219,2022-01-20 03:00:00,41775.51,41920.43,41637.63,41887.54,658.41777
220,2022-01-20 04:00:00,41887.53,41993.98,41779.3,41797.18,573.76582
221,2022-01-20 05:00:00,41795,41888.87,41635.24,41771.35,697.28294
222,2022-01-20 06:00:00,41771.35,41877.55,41668.59,41699.99,793.62458
223,2022-01-20 07:00:00,41699.99,41982.78,41655.82,41947.05,876.88035
224,2022-01-20 08:00:00,41947.05,42082.26,41918.78,41943,661.32884
225,2022-01-20 09:00:00,41943,41989.3,41869.03,41882.71,884.99817
226,2022-01-20 10:00:00,41882.71,41963.09,41768.48,41797.39,869.68132
227,2022-01-20 11:00:00,41797.39,42050,41780.24,42041.57,1015.94775
228,2022-01-20 12:00:00,42041.58,42052.11,41930.77,41973.7,962.87147
229,2022-01-20 13:00:00,41973.7,42148,41874.57,41921.26,708.91888
230,2022-01-20 14:00:00,41921.27,42000,41807.94,41905.07,645.43718
231,2022-01-20 15:00:00,41905.07,42149.39,41888.58,42101.99,925.78823
232,2022-01-20 16:00:00,42099.88,42232.76,42004.39,42084.23,910.22602
233,2022-01-20 17:00:00,42084.23,42176.45,41900.05,41989.19,1027.0369
234,2022-01-20 18:00:00,41989.2,42098.27,41925.59,42037.41,907.903
235,2022-01-20 19:00:00,42037.42,42517.4,42033.56,42401.6,2567.95418
236,2022-01-20 20:00:00,42401.6,43456,42393.94,43278.16,5008.86698
237,2022-01-20 21:00:00,43278.16,43505,43125,43294.32,3096.2987
238,2022-01-20 22:00:00,43290.27,43407,43160,43229.14,1744.94514
239,2022-01-20 23:00:00,43226.41,43263.42,42876.53,42945.59,1376.54465
240,2022-01-21 00:00:00,42945.58,43241.38,42805,43073.72,1530.38573
241,2022-01-21 01:00:00,43073.73,43073.73,42701,42714.81,1145.25554
242,2022-01-21 02:00:00,42714.8,42764.46,42400,42410.05,1651.39579
243,2022-01-21 03:00:00,42410.04,42445.91,40959.62,41465.92,6554.95101
244,2022-01-21 04:00:00,41465.92,41470.01,40571,40836.17,4690.39845
245,2022-01-21 05:00:00,40836.16,40992.37,40404,40918.05,3639.27779
246,2022-01-21 06:00:00,40925.32,41100,40636.16,40709.99,1766.01031
247,2022-01-21 07:00:00,40709.98,40709.99,39267.86,40169.75,6553.340487
248,2022-01-21 08:00:00,40169.75,40180.23,38780,38959.19,4851.521688
249,2022-01-21 09:00:00,38959.19,39000,38220,38788.99,7591.060537
250,2022-01-21 10:00:00,38788.99,39070,38665.01,38792,2969.33634
251,2022-01-21 11:00:00,38792,38998,38700,38767.2,1889.98677
252,2022-01-21 12:00:00,38767.2,38890,38465.67,38837.72,2267.11426
253,2022-01-21 13:00:00,38837.71,39297.55,38732.6,39148.39,2123.06457
254,2022-01-21 14:00:00,39148.38,39214.01,38915.25,39031.29,1824.35562
255,2022-01-21 15:00:00,39031.29,39320,38848.35,39025.35,1667.74805
256,2022-01-21 16:00:00,39025.36,39088.97,38668.19,38831.39,1481.60027
257,2022-01-21 17:00:00,38831.4,38933.04,38457.67,38533,1926.31768
258,2022-01-21 18:00:00,38533,38534.94,37710,38387.28,6223.145793
259,2022-01-21 19:00:00,38387.28,38751.6,38152.1,38604.42,3481.06345
260,2022-01-21 20:00:00,38604.42,38934.29,38103.13,38456.6,3442.70813
261,2022-01-21 21:00:00,38456.6,39071.13,38421.49,38941.96,3131.72318
262,2022-01-21 22:00:00,38941.96,38941.96,38364.16,38503.24,1971.28096
263,2022-01-21 23:00:00,38503.23,38644.02,38061.1,38183.16,2198.84596
264,2022-01-22 00:00:00,38183.16,38500,37850,38228.55,2061.70469
265,2022-01-22 01:00:00,38222,38300,37601,37757.4,3178.195514
266,2022-01-22 02:00:00,37757.39,38470,37746.57,38022.84,2717.14909
267,2022-01-22 03:00:00,38022.84,38098.03,36158,37000,11450.524786
268,2022-01-22 04:00:00,37000.01,37000.01,35440.45,36732.31,8539.335374
269,2022-01-22 05:00:00,36732.3,36835.22,36136.66,36410.15,2947.74524
270,2022-01-22 06:00:00,36410.15,36721.16,36032.02,36261,3099.92232
271,2022-01-22 07:00:00,36260.99,36619.71,36189.38,36316.08,2354.39008
272,2022-01-22 08:00:00,36316.08,36690,36263.28,36545.66,3175.22408
273,2022-01-22 09:00:00,36545.66,36610,36009.98,36295.19,3764.18455
274,2022-01-22 10:00:00,36295.2,36350,36130.08,36130.91,2358.41753
275,2022-01-22 11:00:00,36130.91,36212.12,35559,35572.92,4251.51726
276,2022-01-22 12:00:00,35572.91,35984.68,35220,35347.81,4915.439154
277,2022-01-22 13:00:00,35355.03,35806.97,35112.84,35764.25,5176.393394
278,2022-01-22 14:00:00,35761.66,35819.73,35301.01,35428.06,2831.52565
279,2022-01-22 15:00:00,35428.06,35487.87,34008,34903.54,11683.578723
280,2022-01-22 16:00:00,34903.53,35948.01,34878.38,35377,8414.27379
281,2022-01-22 17:00:00,35377,35900,34801,35395.73,5445.87601
282,2022-01-22 18:00:00,35395.73,36192.76,35382.37,35775.39,3825.00911
283,2022-01-22 19:00:00,35775.39,35855.86,35360.01,35496.84,2665.28131
284,2022-01-22 20:00:00,35496.85,35656.93,34965.89,35023.78,3214.18493
285,2022-01-22 21:00:00,35023.78,35501.96,34520.59,35261.65,4645.48285
286,2022-01-22 22:00:00,35261.64,35340.82,34567.31,34631.23,2900.93405
287,2022-01-22 23:00:00,34621.9,34850,34243.38,34490.41,2956.72642
288,2022-01-23 00:00:00,34490.41,34719.43,34286.53,34430,1858.86171
289,2022-01-23 01:00:00,34427.99,35500,34415.95,34931.01,3480.36018
290,2022-01-23 02:00:00,34931.02,35430.23,34680.59,35229.66,2604.77289
291,2022-01-23 03:00:00,35226.76,35729.03,35000,35014.44,1735.87965
292,2022-01-23 04:00:00,35019.92,35109.53,34728.12,35098.53,1080.53099
293,2022-01-23 05:00:00,35098.52,35435.47,34880.65,35372.54,1339.83021
294,2022-01-23 06:00:00,35372.54,35483.7,35249.99,35418.69,1225.02243
295,2022-01-23 07:00:00,35418.69,35526.28,35106.87,35161.91,1258.39395
296,2022-01-23 08:00:00,35161.9,35266.49,34811,34917.58,1460.75105
297,2022-01-23 09:00:00,34921.1,35295.97,34870.57,35220.26,1003.99539
298,2022-01-23 10:00:00,35220.26,35293.97,34940.09,35059.5,1461.77637
299,2022-01-23 11:00:00,35059.5,35600.47,35059.49,35311.47,2565.42022
300,2022-01-23 12:00:00,35311.47,35719.99,35165.22,35689.08,2327.2146
301,2022-01-23 13:00:00,35689.08,35961.23,35325.03,35474.99,3406.91293
302,2022-01-23 14:00:00,35474.99,36030.8,35453.8,36013.05,2445.96306
303,2022-01-23 15:00:00,36013.04,36150.76,35577,35821.97,2745.88328
304,2022-01-23 16:00:00,35821.97,35948.74,35662.47,35726.29,1448.9789
305,2022-01-23 17:00:00,35726.29,35785.81,35557.92,35701.92,1597.41436
306,2022-01-23 18:00:00,35701.91,35900.62,35612.52,35859.08,929.23478
307,2022-01-23 19:00:00,35859.09,36080.5,35460.32,35620,1784.52884
308,2022-01-23 20:00:00,35619.99,35620,35050.4,35268.59,2262.77475
309,2022-01-23 21:00:00,35268.58,35450,35111.56,35180.01,1282.91873
310,2022-01-23 22:00:00,35180,35357.06,35156,35317.31,748.20777
311,2022-01-23 23:00:00,35317.31,35445.49,35000,35124.35,1123.24127
312,2022-01-24 00:00:00,35124.36,35224.53,34841.05,35098.26,1609.31169
313,2022-01-24 01:00:00,35098.25,35387.8,34601.01,35088.02,2744.48213
314,2022-01-24 02:00:00,35088.01,35450,35063,35304.68,991.72907
315,2022-01-24 03:00:00,35304.69,35566.66,35209.03,35384.65,1081.39465
316,2022-01-24 04:00:00,35384.65,36499,35319.26,36326.69,4083.36898
317,2022-01-24 05:00:00,36326.69,36340.17,35770,35819.42,3824.04265
318,2022-01-24 06:00:00,35819.41,36042.21,35744.18,35800.02,1556.7132
319,2022-01-24 07:00:00,35800.03,35800.03,35543.03,35578.76,1501.25073
320,2022-01-24 08:00:00,35578.77,35640.62,35160.51,35208.65,1416.25245
321,2022-01-24 09:00:00,35208.65,35473.45,35208.65,35358.24,1199.05438
322,2022-01-24 10:00:00,35358.25,35386.31,34991.75,35038.52,1193.88712
323,2022-01-24 11:00:00,35038.94,35351.82,34936.37,35322.35,1252.51736
324,2022-01-24 12:00:00,35322.34,35356.65,35115.54,35238.79,986.43523
325,2022-01-24 13:00:00,35238.78,35287.22,34811.87,35136.46,1675.53664
326,2022-01-24 14:00:00,35136.47,35562.15,34401.5,34725.39,4321.12363
327,2022-01-24 15:00:00,34729,34841.85,33500,33534.37,8294.730343
328,2022-01-24 16:00:00,33534.37,34249.88,33029.54,33781.67,8903.126212
329,2022-01-24 17:00:00,33781.66,33985.48,33367.33,33587.04,3126.75914
330,2022-01-24 18:00:00,33587.05,33776.02,32917.17,33521.79,7409.920086
331,2022-01-24 19:00:00,33521.79,33668.7,33100,33603.99,4200.96962
332,2022-01-24 20:00:00,33603.99,34138.16,33222.74,33881.53,6901.2243
333,2022-01-24 21:00:00,33881.52,34498.78,33867,34449.67,4850.48089
334,2022-01-24 22:00:00,34445.2,34788.52,33803.13,34646.53,5210.69008
335,2022-01-24 23:00:00,34646.53,36245.04,34567.18,35760.91,7993.52448
336,2022-01-25 00:00:00,35760.91,36436,35747,35859.33,4855.04624
337,2022-01-25 01:00:00,35859.33,36341.58,35652.04,36090.09,2938.79875
338,2022-01-25 02:00:00,36092.2,37550,35999.46,36889.95,5911.35171
339,2022-01-25 03:00:00,36896.26,37072.31,36485,36566.11,1819.52965
340,2022-01-25 04:00:00,36566.12,36700,36187.99,36536.05,1668.39525
341,2022-01-25 05:00:00,36536.05,36767.09,36207.05,36272.41,1871.72047
342,2022-01-25 06:00:00,36277.82,36387.29,35955.43,36120.7,2010.67486
343,2022-01-25 07:00:00,36120.7,36256.04,36016.37,36159.51,1119.82497
344,2022-01-25 08:00:00,36159.51,36335.48,36140,36257.13,1103.27188
345,2022-01-25 09:00:00,36257.13,36496.62,36257.13,36396.61,1271.5714
346,2022-01-25 10:00:00,36396.6,36409.06,35829.21,35857.31,1538.19984
347,2022-01-25 11:00:00,35857.32,36150.92,35828.56,35986.08,950.32278
348,2022-01-25 12:00:00,35986.08,36118.05,35701,35871.37,1600.13155
349,2022-01-25 13:00:00,35871.38,36564.07,35864.38,36172.59,3027.68019
350,2022-01-25 14:00:00,36172.59,36409.51,36032.05,36383.18,1779.92994
351,2022-01-25 15:00:00,36383.18,36800,36271.84,36484.49,2196.25901
